timestamp,value
2020-06-16 14:45:13 +0900,127
2020-06-16 14:50:48 +0900,101
2020-06-16 14:56:18 +0900,107
2020-06-16 14:58:36 +0900,104
2020-06-16 15:06:54 +0900,104
2020-06-16 15:09:51 +0900,109
2020-06-16 15:14:49 +0900,107
2020-06-16 15:21:11 +0900,102
2020-06-16 15:26:49 +0900,95
2020-06-16 15:32:29 +0900,107
2020-06-16 15:35:44 +0900,109
2020-06-16 15:41:13 +0900,104
2020-06-16 15:42:57 +0900,100
2020-06-16 15:46:47 +0900,103
2020-06-16 15:48:27 +0900,101
2020-06-16 15:49:44 +0900,128
2020-06-16 15:49:12 +0900,100
2020-06-16 15:54:34 +0900,108
2020-06-16 15:58:36 +0900,107
2020-06-16 16:07:18 +0900,99
2020-06-16 16:13:52 +0900,97
2020-06-16 16:21:27 +0900,108
2020-06-16 16:26:00 +0900,132
2020-06-16 16:28:27 +0900,121
2020-06-16 16:35:59 +0900,136
2020-06-16 16:22:33 +0900,103
2020-06-16 16:41:12 +0900,120
2020-06-16 16:42:31 +0900,116
2020-06-16 16:56:12 +0900,144
2020-06-16 16:49:52 +0900,118
2020-06-16 17:00:50 +0900,143
2020-06-16 17:05:12 +0900,123
2020-06-16 17:10:57 +0900,114
2020-06-16 17:17:13 +0900,116
2020-06-16 17:21:42 +0900,134
2020-06-16 17:24:54 +0900,131
2020-06-16 17:18:51 +0900,113
2020-06-16 17:34:24 +0900,132
2020-06-16 17:31:03 +0900,123
2020-06-16 17:37:26 +0900,112
2020-06-16 17:40:41 +0900,112
2020-06-16 17:45:36 +0900,108.169
2020-06-16 17:45:12 +0900,109
2020-06-16 17:48:14 +0900,107
2020-06-16 17:54:00 +0900,107
2020-06-16 18:02:28 +0900,105
2020-06-16 18:04:34 +0900,107
2020-06-16 18:11:29 +0900,97
2020-06-16 18:17:06 +0900,103
2020-06-16 18:18:29 +0900,108
2020-06-16 18:29:07 +0900,109
2020-06-16 18:37:18 +0900,105
2020-06-16 18:41:48 +0900,104
2020-06-16 18:46:17 +0900,106
2020-06-16 18:54:16 +0900,137
